"date","apparentTemperatureMax","apparentTemperatureMin","humidity","energy_sum"
2012-04-02,12.92,5.04,0.75,9.92628863990536
2012-01-08,8.09,5.52,0.75,13.3955697359338
2012-04-06,10.48,6.42,0.75,10.5564769046945
2012-09-28,15.83,6.9,0.75,9.254501698002
2012-10-11,14.73,7.12,0.75,10.0057077271041
2013-09-19,18.41,8.16,0.75,9.1169680372823
2012-07-28,17.92,10.97,0.75,8.0945854212766
2013-09-06,17.7,11.39,0.75,8.30136296006103
2012-05-21,24.46,11.44,0.75,8.81353391784933
2012-08-26,20.99,12.62,0.75,8.10064944440244
2013-06-12,17.59,12.96,0.75,8.66690183529412
2012-05-22,25.43,13.47,0.75,8.22785083722983
2012-06-28,20.96,13.96,0.75,8.13416237460658
2013-09-03,27.31,14.09,0.75,8.02121443505999
2012-08-27,22.5,14.97,0.75,8.3152787226423
2012-07-26,23.79,16.01,0.75,7.91468598590095
2012-06-27,28.64,16.23,0.75,8.25614630069212
2012-08-20,22.09,16.36,0.75,8.14300483455233
2013-07-28,22.36,16.48,0.75,8.19185876185801
2013-08-22,26.03,16.49,0.75,8.04384343562607
2012-08-19,24.54,17.05,0.75,8.41062870281572
2012-08-13,23.97,17.81,0.75,8.08390716229784
2013-02-12,-0.19,-2.29,0.76,12.9407751655361
2014-02-16,7.88,-1.03,0.76,11.5821590267637
2014-02-11,4.06,-0.57,0.76,11.4526493140274
2013-11-22,4.74,0,0.76,11.5099810085465
2011-12-29,6.46,0.98,0.76,12.1449203962687
2012-02-14,5.84,1.06,0.76,13.6531570791024
2014-02-01,6.86,1.1,0.76,11.7105819325163
2013-05-11,14.81,2.44,0.76,9.27623966536313
2012-04-04,6.47,2.59,0.76,10.2503971160213
2012-02-21,11.65,2.74,0.76,12.6396915062745
2012-04-23,12.48,4.03,0.76,10.2332989513514
2014-02-23,11.94,5.53,0.76,11.4804107632653
2012-03-16,7.32,6.07,0.76,11.3096224577928
2013-10-08,16.48,6.37,0.76,8.76896484119116
2013-05-16,11.3,6.9,0.76,8.83843895588071
2012-09-20,16.32,10.34,0.76,8.63660123165128
2013-07-03,22.89,12.48,0.76,8.19504650277517
2013-06-22,16.51,12.62,0.76,8.4132098159985
2012-09-15,18.31,12.98,0.76,8.40120266625703
2012-05-30,19.54,13.7,0.76,7.96831507510373
2013-09-02,23.92,14.04,0.76,8.02530032348124
2012-08-23,20.27,14.07,0.76,7.82350346340542
2013-06-18,25.56,15.83,0.76,8.20618845934807
2013-08-04,22.72,16.37,0.76,8.07318350382142
2011-12-05,3.13,-1.69,0.77,10.6097142888889
2013-12-04,6.66,-0.58,0.77,11.3561043892683
2013-02-15,7.75,-0.06,0.77,11.552171169635
2013-12-28,5.34,0.77,0.77,11.3790258671174
2014-02-05,5.86,1.03,0.77,11.4151045424321
2011-12-15,4.38,1.07,0.77,12.3070793706349
2012-12-30,10.9,1.25,0.77,11.9009804086704
2013-01-27,10.26,1.49,0.77,12.9283932653685
2014-01-09,12.01,1.6,0.77,11.1195716262102
2012-11-02,6.88,1.81,0.77,11.026956710777
2011-12-28,11.19,1.84,0.77,11.790656326615
2013-11-25,4.63,1.89,0.77,11.5675416503893
2014-02-08,5.67,2.19,0.77,11.5693004562016
2012-04-11,12.13,2.56,0.77,10.0639800401996
2012-04-12,12.02,2.81,0.77,10.1153617465696
2013-11-29,10.18,2.99,0.77,10.9968387901754
2013-01-30,12.56,3.86,0.77,11.0800833773348
2013-10-29,12.38,4.43,0.77,9.91441066565268
2012-04-25,13.89,5.94,0.77,10.4972886333683
2012-04-26,14.84,6.84,0.77,9.91272838890026
2012-05-17,15.77,7.09,0.77,8.81630717873122
2013-09-09,16.65,7.53,0.77,8.78897464238322
2013-04-16,17.95,8.26,0.77,9.22987664514932
2013-05-07,16.81,11.33,0.77,8.30699609093616
2012-06-23,19.88,11.65,0.77,8.60954384238141
2013-09-10,16.49,12.47,0.77,8.71835151607858
2012-09-03,24.79,13.71,0.77,8.36425897855493
2012-07-16,22.48,13.92,0.77,8.57282552721519
2012-08-03,21.04,14.36,0.77,7.99590422186515
2012-08-05,20.95,14.77,0.77,8.66672773168067
2012-08-07,22.8,15.03,0.77,8.21325960980886
2012-08-14,22.79,17.38,0.77,7.88800042108801
2012-02-08,-3.19,-6.87,0.78,15.1970534126113
2013-03-24,-2.86,-6.34,0.78,14.1915913964734
2012-02-11,1.93,-5.64,0.78,14.8736771495714
2013-02-20,3.78,-3.42,0.78,11.7278959034211
2013-02-08,2.73,-2.13,0.78,12.1127377334306
2013-03-04,6.17,-1.41,0.78,11.4818590866446
2012-01-15,2.97,-1.38,0.78,14.0372163947608
2013-03-01,3.28,-1.08,0.78,12.0484988962316
2013-11-21,4.39,-0.77,0.78,11.6342867118559
2012-01-27,6.15,-0.42,0.78,12.4719853474359
2012-03-06,7.22,-0.25,0.78,13.0291936920045
2013-12-19,7.07,0.55,0.78,11.4442993552142
2012-01-20,10.05,0.73,0.78,12.7830270810417
2012-01-04,4.77,0.79,0.78,12.7411404771429
2012-01-23,5.67,0.91,0.78,12.6141237675835
2012-01-06,6.13,1.64,0.78,12.7196217522459
2012-03-07,10.75,1.87,0.78,12.757729392539
2012-04-21,14.03,2.21,0.78,10.2373611099773
2012-03-25,13.79,2.47,0.78,10.6978578656854
2013-11-24,5.55,2.69,0.78,12.4271839249708
2014-01-03,10.49,2.77,0.78,11.4890460694962
2011-11-30,11.87,3.34,0.78,8.81351315789474
2014-02-25,11.43,3.89,0.78,10.2949965968769
2013-05-10,13.18,4.29,0.78,8.60023035333333
2012-03-09,10.86,4.48,0.78,12.1569891098039
2012-11-08,12.34,5.13,0.78,10.945955830105
2014-01-07,11.38,5.34,0.78,11.2682336777691
2014-01-06,12.57,5.91,0.78,11.4085163688296
2012-09-24,15.47,7.49,0.78,9.62013563396954
2012-06-09,17.22,8.91,0.78,8.55402558917605
2012-05-18,16.42,10.59,0.78,8.92611295001623
2013-09-17,15.18,10.77,0.78,9.24242909053899
2013-08-13,22.04,11.04,0.78,7.73623005559977
2012-06-21,17.53,11.44,0.78,8.40507731252409
2012-08-06,19.32,11.49,0.78,8.26740390537702
2013-05-20,16.22,12.01,0.78,9.01906286123858
2012-06-07,15.17,12.28,0.78,8.75159546561605
2012-06-14,17.59,12.91,0.78,8.14549264410322
2013-06-17,20.37,13.33,0.78,8.22452285453353
2012-05-31,20.08,13.98,0.78,8.06943102470011
2012-05-23,25.66,15.36,0.78,8.03159892563414
2012-09-09,20.21,16.93,0.78,8.59237510510076
2013-03-22,0.07,-2.8,0.79,12.0711726924908
2012-10-26,3.78,-2.56,0.79,10.6630710140942
2013-01-24,2.08,-2.49,0.79,13.3672035666727
2014-01-27,4.34,-2.02,0.79,11.7538709560971
2013-02-19,10.12,-1.43,0.79,11.3850073113711
2014-01-26,5.99,-1.3,0.79,12.7296587090945
2012-02-18,10.76,-1.07,0.79,12.9546422796748
2012-12-10,2.23,-1.04,0.79,12.5283363466257
2014-02-07,8.44,-0.86,0.79,10.972318254623
2013-12-20,10.42,-0.66,0.79,11.4893173533751
2012-10-25,10.11,-0.37,0.79,10.0616857553529
2012-01-30,2.42,0.03,0.79,13.4519788343915
2013-04-09,10.59,0.4,0.79,10.9003879231753
2013-11-10,7.3,0.71,0.79,11.5539007331534
2011-12-14,2.88,0.78,0.79,12.392775862931
2012-11-03,6.47,1.56,0.79,11.3928860700417
2014-02-03,4.59,1.96,0.79,11.2800114828351
2012-10-31,12.36,4.43,0.79,10.8264622206197
2012-06-03,13.89,4.48,0.79,9.30320213946524
2011-12-03,11.42,4.71,0.79,10.7802727290909
2011-11-25,13.03,4.84,0.79,9.499781246875
2012-10-03,14.99,5.02,0.79,9.39512822123894
2013-12-02,8.79,6.24,0.79,11.2390421288473
2012-07-10,18.75,12.07,0.79,8.3346625269281
2012-08-04,20.69,12.98,0.79,8.15483637878597
2012-07-19,17.77,13.12,0.79,8.12779020622626
2013-09-25,18.88,13.12,0.79,8.55819578480843
2013-09-29,18.81,13.21,0.79,9.4408526540525
2013-09-28,17.36,13.44,0.79,8.99635102544549
2012-07-31,22.57,13.69,0.79,8.20502271745898
2013-07-02,19.69,14.31,0.79,8.24803391971514
2012-08-12,22.68,15.26,0.79,8.40144180659664
2013-08-14,23.46,16.78,0.79,7.71056052237166
2012-02-04,-2.32,-5.9,0.8,15.1541356386435
2013-01-25,0.81,-4.07,0.8,13.4207022727389
2012-12-07,2.12,-2.07,0.8,12.8279515198806
2013-02-28,4.09,-1.18,0.8,11.9905610054208
2013-03-03,5.04,-1.14,0.8,12.7359069840441
2011-12-24,5.32,-0.51,0.8,13.0653174589947
2012-01-26,6.9,-0.23,0.8,12.3720544061914
2012-12-09,5.37,0.49,0.8,13.4189907764334
2012-10-13,12.32,1.64,0.8,10.0973906103592
2014-01-19,7.39,2.11,0.8,10.6354125075163
2013-10-30,13.57,2.27,0.8,9.92981667575583
2012-03-14,12.41,3.37,0.8,10.9925132638776
2012-05-13,11.41,4.06,0.8,9.49702122938547
2013-05-13,10.94,4.75,0.8,8.81359064611515
2012-03-01,15.11,6.16,0.8,11.2190129100939
2012-11-09,11.27,6.7,0.8,10.933946624896
2012-10-02,14.34,7.78,0.8,9.40385959630727
2013-10-22,16.53,8.92,0.8,9.31166147028483
2013-09-07,16.86,9.13,0.8,8.3138346673913
2012-07-11,18.67,10.04,0.8,8.21289626881605
2013-09-26,16.99,10.58,0.8,8.49393429055556
2012-08-29,16.92,11.25,0.8,8.29493091182276
2013-07-30,23.77,16.49,0.8,7.99981715081224
2012-02-10,-0.54,-5.24,0.81,14.6072097652299
2012-02-09,1.79,-3.7,0.81,14.4024537434655
2011-12-10,3.14,-3.42,0.81,12.6338009925373
2014-01-14,4.15,-1.16,0.81,11.3336020446172
2013-03-15,4.56,-0.32,0.81,11.5908591707097
2013-02-14,10.59,-0.11,0.81,11.9807755056945
2014-02-14,12.02,0.45,0.81,11.8169143320215
2011-12-08,12.89,0.63,0.81,11.5251496988024
2012-01-02,4.8,0.87,0.81,12.7547445243309
2012-12-31,6.97,0.88,0.81,11.9012354854499
2014-01-11,5.91,1.02,0.81,11.5389779543701
2013-12-14,11.33,1.16,0.81,11.7366547327856
2011-12-20,4.98,1.68,0.81,12.7091063762918
2012-05-14,11.27,2.59,0.81,9.18881962460318
2013-12-24,11.93,2.68,0.81,11.9816715628868
2012-01-12,12.4,2.86,0.81,12.0568248843318
2012-11-25,12.54,2.87,0.81,12.1858061844874
2012-11-22,13.09,4.09,0.81,10.9990513574864
2012-04-07,13.08,4.57,0.81,10.3130231164802
2011-11-26,12.96,4.69,0.81,10.2677073097561
2012-09-29,16.46,4.87,0.81,9.38299500593288
2012-03-11,15.55,6.04,0.81,12.0489600033514
2013-10-28,16.08,6.58,0.81,9.8814403397806
2012-03-10,15.39,6.66,0.81,11.9250324358919
2013-10-26,15.87,11.66,0.81,9.61582056214863
2012-06-01,17.54,11.83,0.81,8.14602340616088
2013-06-21,17.54,12.01,0.81,8.08216469876335
2013-09-27,18.36,12.43,0.81,8.52626457043712
2013-09-05,18.32,13.26,0.81,8.07103010649771
2012-07-06,18.65,13.42,0.81,8.19772680121622
2013-06-20,20.38,14.11,0.81,8.1996571750281
2013-06-19,20.2,16.22,0.81,8.03208653348942
2013-03-10,0.33,-4.03,0.82,12.8230727297735
2013-02-03,6.66,-2.93,0.82,13.305082923018
2013-01-23,-1.4,-2.47,0.82,13.3444426455735
2012-12-04,4.36,-2.14,0.82,12.2684677032206
2013-01-01,4.38,0.23,0.82,11.8391743154907
2014-01-23,4.93,0.25,0.82,11.3004138756208
2013-11-13,9.09,0.39,0.82,10.669635555592
2013-11-23,4.72,0.61,0.82,11.7709559905196
2011-12-04,6.66,1.03,0.82,12.1631272745455
2012-11-19,11.23,1.42,0.82,11.40628127171
2012-03-18,8.03,1.58,0.82,12.1554413464423
2012-03-15,16.79,1.59,0.82,10.9699323366169
2012-01-03,12.41,1.73,0.82,12.7440454538278
2014-02-06,7.34,1.96,0.82,11.4454033323617
2012-11-18,9.42,2.07,0.82,12.0827298857892
2013-11-04,8.24,2.11,0.82,10.3219179197881
2014-01-02,10.75,3.36,0.82,11.2233471863752
2011-11-29,13.47,3.39,0.82,9.27487302380952
2012-05-06,14.48,4.48,0.82,10.6318134
2011-12-01,12.15,5.29,0.82,9.22770652717391
2012-03-03,14.29,5.29,0.82,12.2079225427746
